"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","16","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/Tutorial/SubEditors/TutorialAssets/TutorialMaterial.TutorialMaterial","0","0","12","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/Environment/Horns.Horns","0","0","24","1","0.000000","0","0"
"/Game/Environment/Main_Dark.Main_Dark","0","0","24","1","0.000000","0","0"
"/Game/Environment/Tongue.Tongue","0","0","24","1","0.000000","0","0"
"/Game/Environment/Teeth.Teeth","0","0","24","1","0.000000","0","0"
"/Game/Environment/Eyes.Eyes","0","0","24","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Game/Environment/Gem_Green1.Gem_Green1","0","0","21","1","0.000000","0","0"
"/Game/Environment/Dirt_3.Dirt_3","0","0","21","1","0.000000","0","0"
"/Engine/MapTemplates/Materials/BasicAsset01.BasicAsset01","0","0","33","1","0.000000","0","0"
"/Game/Environment/Red.Red","0","0","12","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/Environment/Wood_Light.Wood_Light","0","0","12","1","0.000000","0","0"
"/Game/Environment/Wood.Wood","0","0","12","1","0.000000","0","0"
"/Game/Environment/Wings.Wings","0","0","24","1","0.000000","0","0"
"/Game/Environment/White.White","0","0","24","1","0.000000","0","0"
"/Game/Environment/Green.Green","0","0","12","1","0.000000","0","0"
"/Game/Environment/Tower_Dark.Tower_Dark","0","0","12","1","0.000000","0","0"
"/Game/Environment/Tower1.Tower1","0","0","12","1","0.000000","0","0"
"/Game/Environment/Metal.Metal","0","0","12","1","0.000000","0","0"
"/Game/Environment/Flag.Flag","0","0","12","1","0.000000","0","0"
"/Game/Environment/Black.Black","0","0","24","1","0.000000","0","0"
"/Game/Environment/Gold.Gold","0","0","21","1","0.000000","0","0"
"/Game/Environment/DarkMetal.DarkMetal","0","0","12","1","0.000000","0","0"
"/Game/Environment/Main_Light.Main_Light","0","0","24","1","0.000000","0","0"
"/Game/Environment/Main.Main","0","0","24","1","0.000000","0","0"
"/Game/Environment/Rock_Grey.Rock_Grey","0","0","12","1","0.000000","0","0"
"/Game/Environment/Rock.Rock","0","0","12","1","0.000000","0","0"
"/Game/Environment/BrightGreen.BrightGreen","0","0","12","1","0.000000","0","0"
"/Game/Environment/Pipe.Pipe","0","0","12","1","0.000000","0","0"
"/Game/Environment/Pipe_Light.Pipe_Light","0","0","12","1","0.000000","0","0"
"/Game/Environment/Main_2.Main_2","0","0","24","1","0.000000","0","0"
"/Game/Environment/Lever1.Lever1","0","0","12","1","0.000000","0","0"
"/Game/Environment/Grey.Grey","0","0","12","1","0.000000","0","0"
"/Game/Environment/Green_Light.Green_Light","0","0","12","1","0.000000","0","0"
"/Game/Environment/Gold_Dark.Gold_Dark","0","0","21","1","0.000000","0","0"
"/Game/Environment/Gem_Pink1.Gem_Pink1","0","0","12","1","0.000000","0","0"
"/Game/Environment/Gem_Blue1.Gem_Blue1","0","0","12","1","0.000000","0","0"
"/Game/Environment/Dirt_2.Dirt_2","0","0","21","1","0.000000","0","0"
"/Game/Environment/Dirt_1.Dirt_1","0","0","12","1","0.000000","0","0"
"/Game/Environment/Cloud.Cloud","0","0","12","1","0.000000","0","0"
"/Game/characters/White.White","0","0","24","1","0.000000","0","0"
"/Game/characters/Main_Light.Main_Light","0","0","24","1","0.000000","0","0"
"/Game/characters/Main2.Main2","0","0","24","1","0.000000","0","0"
"/Game/characters/Main.Main","0","0","24","1","0.000000","0","0"
"/Game/characters/Gun_Grey.Gun_Grey","0","0","24","1","0.000000","0","0"
"/Game/characters/EyeColor.EyeColor","0","0","24","1","0.000000","0","0"
"/Game/characters/Black.Black","0","0","24","1","0.000000","0","0"
