"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","16","1","1","13.626638","0","49"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/Tutorial/SubEditors/TutorialAssets/TutorialMaterial.TutorialMaterial","0","0","12","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/Environment/Horns.Horns","0","24","7","1","10.413893","0","153"
"/Game/Environment/Main_Dark.Main_Dark","0","24","5","1","10.886625","0","62"
"/Game/Environment/Tongue.Tongue","0","24","9","1","10.414421","0","67"
"/Game/Environment/Teeth.Teeth","0","24","3","1","10.294823","0","84"
"/Game/Environment/Eyes.Eyes","0","24","10","1","10.334171","0","65"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/Environment/Gem_Green1.Gem_Green1","0","21","8","1","11.398587","0","60"
"/Game/Environment/Dirt_3.Dirt_3","0","21","9","1","11.425160","0","61"
"/Game/Environment/Red.Red","0","12","1","1","6.212232","0","35"
"/Engine/MapTemplates/Materials/BasicAsset01.BasicAsset01","0","0","33","1","0.000000","0","0"
"/Game/Environment/Wood_Light.Wood_Light","0","12","12","1","6.370634","0","15"
"/Game/Environment/Wood.Wood","0","12","12","1","6.104918","0","17"
"/Game/Environment/Wings.Wings","0","24","10","1","10.359146","0","63"
"/Game/Environment/White.White","0","24","3","1","10.279423","0","84"
"/Game/Environment/Green.Green","0","12","12","1","6.248329","0","19"
"/Game/Environment/Tower_Dark.Tower_Dark","0","12","12","1","6.516697","0","19"
"/Game/Environment/Tower1.Tower1","0","12","12","1","6.432537","0","21"
"/Game/Environment/Metal.Metal","0","12","1","1","6.471976","0","35"
"/Game/Environment/Flag.Flag","0","12","12","1","6.163967","0","15"
"/Game/Environment/Black.Black","0","24","7","1","10.410520","0","65"
"/Game/Environment/Gold.Gold","0","21","8","1","11.323570","0","60"
"/Game/Environment/DarkMetal.DarkMetal","0","12","12","1","6.318961","0","22"
"/Game/Environment/Main_Light.Main_Light","0","24","4","1","10.215221","0","62"
"/Game/Environment/Main.Main","0","24","10","1","10.351440","0","66"
"/Game/Environment/Rock_Grey.Rock_Grey","0","12","12","1","6.363533","0","22"
"/Game/Environment/Rock.Rock","0","12","12","1","6.303032","0","14"
"/Game/Environment/BrightGreen.BrightGreen","0","12","12","1","6.312451","0","16"
"/Game/Environment/Pipe.Pipe","0","12","12","1","6.236407","0","18"
"/Game/Environment/Pipe_Light.Pipe_Light","0","12","12","1","6.338972","0","20"
"/Game/Environment/Main_2.Main_2","0","24","2","1","10.578185","0","82"
"/Game/Environment/Lever1.Lever1","0","12","12","1","6.366089","0","16"
"/Game/Environment/Grey.Grey","0","12","12","1","6.351353","0","18"
"/Game/Environment/Green_Light.Green_Light","0","12","12","1","6.326700","0","20"
"/Game/Environment/Gold_Dark.Gold_Dark","0","21","9","1","11.526137","0","61"
"/Game/Environment/Gem_Pink1.Gem_Pink1","0","12","1","1","6.349967","0","35"
"/Game/Environment/Gem_Blue1.Gem_Blue1","0","12","12","1","6.324751","0","15"
"/Game/Environment/Dirt_2.Dirt_2","0","21","4","1","11.760884","0","56"
"/Game/Environment/Dirt_1.Dirt_1","0","12","12","1","6.370782","0","18"
"/Game/Environment/Cloud.Cloud","0","12","12","1","6.271585","0","20"
"/Game/characters/White.White","0","24","3","1","0.000000","0","84"
"/Game/characters/Main_Light.Main_Light","0","24","4","1","0.000000","0","62"
"/Game/characters/Main2.Main2","0","24","2","1","10.603524","0","82"
"/Game/characters/Main.Main","0","24","10","1","0.000000","0","66"
"/Game/characters/Gun_Grey.Gun_Grey","0","24","6","1","10.311994","0","64"
"/Game/characters/EyeColor.EyeColor","0","24","10","1","10.119205","0","68"
"/Game/characters/Black.Black","0","24","7","1","0.000000","0","65"
